iter	PRAUC	Logloss
0	0.9822731636	0.5873826119
1	0.9852709818	0.5267153448
2	0.9863662761	0.4661152962
3	0.9883846679	0.4075700348
4	0.990841801	0.3634311349
5	0.9930367185	0.3219121397
6	0.9932740132	0.2914799329
7	0.9937438404	0.2687904101
8	0.9943551185	0.2406621119
9	0.9946164143	0.2222157837
10	0.9949236467	0.2086545376
11	0.9950801284	0.1946107506
12	0.9953745683	0.18016043
13	0.9956965628	0.1709601423
14	0.9961846181	0.1593780699
15	0.9965302486	0.1483016368
16	0.9968395836	0.1413954653
17	0.9973022905	0.1339675793
18	0.9974930002	0.1286907343
19	0.9976664893	0.1238594775
20	0.9977441743	0.1199453597
21	0.9977967587	0.1164011711
22	0.9978499397	0.1134515753
23	0.9979501597	0.1089555404
24	0.9980082884	0.1057076871
25	0.9980789316	0.1023471149
26	0.9982237999	0.09841389048
27	0.9983143844	0.09687836558
28	0.9984172595	0.09317850555
29	0.9985057964	0.09031616515
30	0.9985574442	0.08813259594
31	0.9986024695	0.08607143319
32	0.998639227	0.08518960284
33	0.9986867277	0.08268132127
34	0.9987092989	0.081157667
35	0.9987703633	0.07938802616
36	0.9988242892	0.07683853914
37	0.9988599946	0.07481003044
38	0.9988888347	0.07356595447
39	0.998901765	0.07196750171
40	0.9989410079	0.06959420529
41	0.9989655401	0.06883694237
42	0.9989714947	0.06809513912
43	0.9989979433	0.06699739035
44	0.9990503684	0.06531143802
45	0.9990736681	0.06442609117
46	0.999086423	0.06340959194
47	0.9991157897	0.0622263983
48	0.9991165372	0.06177612531
49	0.9991409344	0.06049472961
50	0.9991608003	0.05988720285
51	0.9991709334	0.05821694932
52	0.9991818821	0.05752848505
53	0.999226557	0.05661598562
54	0.999226557	0.05656200418
55	0.9992550121	0.05490387192
56	0.9992897086	0.05303731014
57	0.9993188959	0.05185728931
58	0.9993304838	0.05100290598
59	0.9993520635	0.05023507331
60	0.9993584759	0.04962750525
61	0.9993731939	0.04884105183
62	0.9993734843	0.04878362464
63	0.9993867333	0.04784943156
64	0.9993875961	0.04670328153
65	0.999402735	0.04601042077
66	0.9994132892	0.04526767959
67	0.9994201475	0.044690955
68	0.9994381931	0.04385685921
69	0.9994381931	0.04381118364
70	0.9994537672	0.04301916332
71	0.9994604173	0.04205427169
72	0.9994682822	0.04133611135
73	0.9994942499	0.04008052785
74	0.9995065171	0.0392740842
75	0.9995134393	0.03839272479
76	0.9995348462	0.0377486771
77	0.9995470177	0.03664321386
78	0.9995604336	0.03581726135
79	0.9995623712	0.03570777687
80	0.9995773871	0.03492797654
81	0.9995928393	0.03446179029
82	0.9995946601	0.03414632012
83	0.999601137	0.03387981242
84	0.9996169474	0.03339495865
85	0.999620711	0.03304077515
86	0.9996339579	0.03242730414
87	0.9996420187	0.03177408463
88	0.9996487382	0.03132733511
89	0.9996495992	0.03094657328
90	0.9996560605	0.03049313388
91	0.9996594637	0.02967336013
92	0.9996687496	0.02915399883
93	0.9996744514	0.02892909939
94	0.9996800762	0.02802905816
95	0.999684548	0.02774446383
96	0.9996918746	0.02738810994
97	0.999697448	0.02702554823
98	0.9997002517	0.02653060815
99	0.9997037225	0.02608603844
100	0.9997100545	0.0254230149
101	0.9997118032	0.0249432682
102	0.9997119059	0.02490849901
103	0.9997213366	0.02445145579
104	0.9997274492	0.02399155126
105	0.9997265788	0.02396101957
106	0.9997298204	0.02373460005
107	0.9997306363	0.02360934482
108	0.9997391168	0.02307350848
109	0.9997425987	0.02268085784
110	0.9997446501	0.02265920634
111	0.9997473298	0.02192748405
112	0.9997479734	0.02169829348
113	0.9997624651	0.02147570863
114	0.999774688	0.02095541162
115	0.9997793183	0.02052917125
116	0.9997792739	0.02039998752
117	0.9997814871	0.02011046625
118	0.9997809308	0.01972519903
119	0.999779063	0.01939677765
120	0.9997957628	0.01912867709
121	0.9997961126	0.01881639191
122	0.9997992859	0.01852938274
123	0.9998015554	0.01819008855
124	0.999804367	0.01795794295
125	0.9998048525	0.01786009558
126	0.9998097716	0.01751836425
127	0.9998112704	0.01730650471
128	0.9998112737	0.01702135306
129	0.9998152573	0.01680734312
130	0.9998131483	0.01660342885
131	0.9998167168	0.01650734584
132	0.9998182167	0.01634475371
133	0.9998178979	0.01625365408
134	0.9998282817	0.01589954174
135	0.9998281379	0.01560728343
136	0.9998312543	0.01508332829
137	0.9998317879	0.0146706108
138	0.999833199	0.01431564225
139	0.9998332081	0.01415367014
140	0.9998371556	0.01401619661
141	0.9998396462	0.01388377643
142	0.9998402695	0.01374108618
143	0.9998401017	0.01341562232
144	0.9998419243	0.01320556151
145	0.9998427313	0.01299667807
146	0.9998427313	0.01298918723
147	0.9998434587	0.01277929666
148	0.9998450549	0.01251404319
149	0.9998457868	0.01229983126
150	0.9998463674	0.01220417541
151	0.9998443758	0.01208790619
152	0.999843638	0.01196743423
153	0.9998458235	0.01179645005
154	0.9998464635	0.01165583341
155	0.9998467632	0.01148585183
156	0.999849331	0.0113498224
157	0.999849331	0.01134969255
158	0.9998492846	0.01116445686
159	0.9998496626	0.01110942399
160	0.999850549	0.01089037087
161	0.9998503992	0.01074852265
162	0.9998504383	0.01063844183
163	0.9998504322	0.01057022767
164	0.9998521385	0.01050815989
165	0.9998530629	0.01037528595
166	0.9998536458	0.01018512234
167	0.9998533682	0.01010662202
168	0.999854624	0.009993099048
169	0.9998588389	0.009915553174
170	0.9998588389	0.009915515074
171	0.9998589859	0.009848251227
172	0.9998589356	0.009716427022
173	0.9998597634	0.00962503025
174	0.9998596965	0.009618743572
175	0.9998582165	0.009468640104
176	0.9998596342	0.00937707702
177	0.9998627318	0.00927981774
178	0.9998632574	0.009131804774
179	0.999864149	0.008982204976
180	0.9998645909	0.008867625204
181	0.9998656996	0.008768291556
182	0.9998673347	0.008595110992
183	0.9998681311	0.008372123388
184	0.9998685948	0.008269495223
185	0.9998700918	0.008218677445
186	0.9998702711	0.008123917578
187	0.999871091	0.007985527615
188	0.9998711124	0.007908038861
189	0.9998711702	0.007866712703
190	0.9998701036	0.007820581661
191	0.999872859	0.007713936166
192	0.9998741229	0.007521069221
193	0.9998743481	0.007419150516
194	0.9998746981	0.007328397047
195	0.9998743582	0.007280259954
196	0.9998763481	0.007132291412
197	0.9998891681	0.007081156655
198	0.9998892232	0.007023180037
199	0.999889929	0.006979130208
200	0.9998901186	0.006917796792
201	0.9998915057	0.006841250862
202	0.9998912425	0.006742977364
203	0.9998911966	0.006698494769
204	0.9998983534	0.006620250573
205	0.9999008773	0.006511946817
206	0.9999012644	0.006455956029
207	0.9999027734	0.006408645821
208	0.9999050024	0.00633451698
209	0.999905634	0.00627847936
210	0.9999067515	0.006247895819
211	0.9999069755	0.006204092247
212	0.99990716	0.006142300327
213	0.9999073589	0.006103090134
214	0.9999076263	0.00604671492
215	0.9999076051	0.006013781947
216	0.9999080162	0.005935614611
217	0.999911275	0.005852689354
218	0.9999113952	0.005799211694
219	0.9999116317	0.005749230734
220	0.9999121404	0.005639808934
221	0.9999131388	0.005602040704
222	0.9999132443	0.005552674489
223	0.9999144315	0.005504328615
224	0.9999199502	0.005450817682
225	0.9999201177	0.005407823922
226	0.9999207105	0.005381790511
227	0.9999210751	0.0053352484
228	0.9999217994	0.005257381946
229	0.999922999	0.00520602078
230	0.9999284967	0.005173716008
231	0.9999291603	0.005115617206
232	0.9999295122	0.005041474817
233	0.9999298342	0.005001085712
234	0.9999298218	0.004972424069
235	0.9999298897	0.004888142775
236	0.9999297663	0.00484520091
237	0.9999299875	0.004816015351
238	0.999930516	0.004758304056
239	0.9999306153	0.00471361789
240	0.9999310998	0.004671736983
241	0.9999312398	0.004627087975
242	0.9999313404	0.004582783742
243	0.9999314383	0.004517908349
244	0.9999315584	0.004453877107
245	0.9999316799	0.004418542288
246	0.9999318209	0.004380089898
247	0.9999316987	0.004351804333
248	0.9999320189	0.004312080771
249	0.9999323761	0.004267423761
250	0.9999325706	0.004186920268
251	0.9999327695	0.004142184137
252	0.9999336209	0.004104112538
253	0.9999344357	0.004067535454
254	0.9999343272	0.00403659955
255	0.999934586	0.004011417975
256	0.9999349605	0.003962871233
257	0.9999352828	0.00391274434
258	0.9999352749	0.003885664703
259	0.9999355459	0.003865133795
260	0.9999363677	0.003827240705
261	0.9999364819	0.003807965365
262	0.9999372201	0.003782754734
263	0.9999371764	0.003727487836
264	0.9999374226	0.003698123746
265	0.9999377894	0.003671485101
266	0.9999377963	0.003652887141
267	0.999938074	0.003616044085
268	0.9999381601	0.003577532166
269	0.9999417805	0.003561126019
270	0.9999417903	0.003535073809
271	0.9999423887	0.003510610499
272	0.999942523	0.003489329588
273	0.9999429187	0.003456854366
274	0.999943013	0.003428697884
275	0.9999437422	0.003413084157
276	0.9999439291	0.003386329565
277	0.9999439957	0.003362224026
278	0.9999443426	0.00331773328
279	0.9999446115	0.003290449951
280	0.9999447253	0.003267368112
281	0.9999454216	0.003242949415
282	0.9999458858	0.003235946699
283	0.9999492418	0.003206640819
284	0.9999495741	0.003174096622
285	0.9999504452	0.003161094603
286	0.9999508501	0.003118015511
287	0.9999511631	0.003106731586
288	0.9999512111	0.003090459178
289	0.9999514157	0.003067618696
290	0.9999515017	0.003048373453
291	0.9999541735	0.003027838713
292	0.9999543913	0.002990681615
293	0.9999547191	0.00297433009
294	0.9999571963	0.002953454709
295	0.9999573201	0.002929785073
296	0.9999575475	0.002911844007
297	0.9999587556	0.002889239943
298	0.9999595964	0.002872519425
299	0.9999611222	0.002851075189
300	0.9999614182	0.002837510864
301	0.9999614425	0.002815889737
302	0.999961726	0.002801287473
303	0.9999619665	0.002776372951
304	0.9999620493	0.002756849907
305	0.9999621273	0.002739571846
306	0.9999622721	0.002715623384
307	0.9999625203	0.002676936851
308	0.9999637275	0.002656789827
309	0.9999643387	0.002636840016
310	0.9999643744	0.002624865951
311	0.9999644481	0.002610277591
312	0.9999651349	0.002591184088
313	0.999965194	0.002567545304
314	0.999965291	0.002551532823
315	0.9999658396	0.002540733317
316	0.9999665771	0.002523040645
317	0.9999668944	0.002516768315
318	0.99996714	0.002499009282
319	0.9999672328	0.002484915721
320	0.9999673847	0.002464170771
321	0.9999676628	0.002447579458
322	0.9999679117	0.002436478451
323	0.9999679873	0.002423758496
324	0.9999688292	0.002408514757
325	0.9999689793	0.002400477877
326	0.9999690629	0.002385839048
327	0.9999698667	0.002367405385
328	0.9999699277	0.00235108962
329	0.9999702236	0.002336642745
330	0.9999709399	0.002321593238
331	0.9999710873	0.002306585109
332	0.9999712439	0.0022885021
333	0.9999711151	0.002286646358
334	0.999971387	0.002271302299
335	0.9999713786	0.002253492401
336	0.9999715998	0.002244641828
337	0.9999719623	0.002228660476
338	0.9999720672	0.002212746482
339	0.9999723359	0.002201226875
340	0.9999724297	0.002184402279
341	0.9999725254	0.002173899715
342	0.9999727576	0.00216094655
343	0.9999732981	0.002154037863
344	0.9999733253	0.002149034686
345	0.9999733374	0.002135751621
346	0.9999739105	0.002123097185
347	0.9999739792	0.002108289667
348	0.9999741388	0.002103269717
349	0.9999741388	0.002103251939
350	0.9999746191	0.0020972457
351	0.9999746191	0.002097235542
352	0.9999746407	0.002087104081
353	0.9999746349	0.002074489873
354	0.9999746349	0.002074484162
355	0.9999748921	0.002063820141
356	0.9999750741	0.002050414166
357	0.999975289	0.002032431525
358	0.9999753644	0.002011597147
359	0.9999756996	0.001991804326
360	0.999975745	0.001978066787
361	0.9999758264	0.001968254289
362	0.9999759086	0.001961059112
363	0.999976037	0.001949932298
364	0.999976174	0.001936062779
365	0.9999762199	0.001926970076
366	0.9999762795	0.001915253838
367	0.9999764134	0.001907917735
368	0.9999764134	0.001907917735
369	0.9999764134	0.001907917735
370	0.9999764134	0.001907905106
371	0.9999764134	0.001907901839
372	0.9999765022	0.001903828531
373	0.99997649	0.001903825899
374	0.9999766198	0.001901023004
375	0.9999769163	0.001886156373
376	0.9999769842	0.001878814987
377	0.9999771391	0.001868328295
378	0.9999771391	0.001868324947
379	0.9999771278	0.001868318129
380	0.9999773833	0.001857958808
381	0.9999774296	0.001848206747
382	0.9999774296	0.001848201224
383	0.9999774296	0.001848193029
384	0.9999774296	0.001848187509
385	0.9999774296	0.001848181991
386	0.9999774296	0.001848173801
387	0.9999774296	0.001848165613
388	0.9999775522	0.001837867076
389	0.9999775915	0.001829340032
390	0.9999775915	0.00182933704
391	0.9999775915	0.001829333898
392	0.9999780963	0.001814780575
393	0.9999782372	0.001810746858
394	0.9999782372	0.001810746858
395	0.9999782372	0.001810746858
396	0.9999782372	0.001810746858
397	0.9999782372	0.001810746858
398	0.9999782372	0.001810742877
399	0.9999783656	0.001806486537
400	0.9999783656	0.001806477851
401	0.9999783656	0.001806473332
402	0.9999783656	0.001806468814
403	0.9999783656	0.001806464296
404	0.9999783656	0.001806459779
405	0.9999783656	0.001806455262
406	0.9999783656	0.001806450746
407	0.9999783656	0.00180644623
408	0.9999783656	0.001806441715
409	0.9999783656	0.001806437201
410	0.9999783656	0.001806432687
411	0.9999783656	0.001806428174
412	0.9999783656	0.001806423661
413	0.9999783656	0.001806419149
414	0.9999783656	0.001806414637
415	0.9999783656	0.001806410126
416	0.9999783656	0.001806405615
417	0.9999783656	0.001806401105
418	0.9999783656	0.001806396596
419	0.9999783656	0.001806392087
420	0.9999783656	0.001806387579
421	0.9999783656	0.001806387579
422	0.9999783656	0.001806383071
423	0.9999783656	0.001806378564
424	0.9999783656	0.001806374057
425	0.9999783656	0.001806374057
426	0.9999783656	0.001806374057
427	0.9999783656	0.001806374057
428	0.9999783656	0.001806374057
429	0.9999783656	0.001806374057
430	0.9999783656	0.001806374057
431	0.9999783656	0.001806374057
432	0.9999783656	0.001806374057
433	0.9999783656	0.001806374057
434	0.9999783656	0.001806374057
435	0.9999783656	0.001806374057
436	0.9999783656	0.001806374057
437	0.9999783656	0.001806374057
438	0.9999783656	0.001806374057
439	0.9999783656	0.001806374057
440	0.9999783656	0.001806374057
441	0.9999783656	0.001806374057
442	0.9999783656	0.001806374057
443	0.9999783656	0.001806374057
444	0.9999783656	0.001806374057
445	0.9999783656	0.001806374057
446	0.9999783656	0.001806374057
447	0.9999783656	0.001806374057
448	0.9999783656	0.001806374057
449	0.9999783656	0.001806374057
450	0.9999783656	0.001806374057
451	0.9999783656	0.001806374057
452	0.9999783656	0.001806374057
453	0.9999783656	0.001806374057
454	0.9999783656	0.001806374057
455	0.9999783656	0.001806374057
456	0.9999783656	0.001806374057
457	0.9999783656	0.001806374057
458	0.9999783656	0.001806374057
459	0.9999783656	0.001806374057
460	0.9999783656	0.001806374057
461	0.9999783656	0.001806374057
462	0.9999783656	0.001806374057
463	0.9999783656	0.001806374057
464	0.9999783656	0.001806374057
465	0.9999783656	0.001806374057
466	0.9999783656	0.001806374057
467	0.9999783656	0.001806374057
468	0.9999783656	0.001806374057
469	0.9999783656	0.001806374057
470	0.9999783656	0.001806374057
471	0.9999783656	0.001806374057
472	0.9999783656	0.001806374057
473	0.9999783656	0.001806374057
474	0.9999783656	0.001806374057
475	0.9999783656	0.001806374057
476	0.9999783656	0.001806374057
477	0.9999783656	0.001806374057
478	0.9999783656	0.001806374057
479	0.9999783656	0.001806374057
480	0.9999783656	0.001806374057
481	0.9999783656	0.001806374057
482	0.9999783656	0.001806374057
483	0.9999783656	0.001806374057
484	0.9999783656	0.001806374057
485	0.9999783656	0.001806374057
486	0.9999783656	0.001806374057
487	0.9999783656	0.001806374057
488	0.9999783656	0.001806374057
489	0.9999783656	0.001806374057
490	0.9999783656	0.001806374057
491	0.9999783656	0.001806374057
492	0.9999783656	0.001806374057
493	0.9999783656	0.001806374057
494	0.9999783656	0.001806374057
495	0.9999783656	0.001806374057
496	0.9999783656	0.001806374057
497	0.9999783656	0.001806374057
498	0.9999783656	0.001806374057
499	0.9999783656	0.001806374057
